Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Have_Capacity(Ah),SoC(%)
687,6917.749295,11-04-2015 21:50:15,3554.334437,4,1,0,4.19447279,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
688,6927.76498,11-04-2015 21:50:25,3564.350122,4,1,0,4.19447279,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
689,6937.780503,11-04-2015 21:50:35,3574.365644,4,1,0,4.194634914,0.423187362,0,1.752610067,0,6.48E-05,0,0,0,0,2.423187362,0
690,6947.796017,11-04-2015 21:50:45,3584.381159,4,1,0,4.194311142,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
691,6957.811588,11-04-2015 21:50:55,3594.39673,4,1,0,4.194311142,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
692,6967.827169,11-04-2015 21:51:05,3604.412311,4,1,0,4.194311142,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
693,6977.84268,11-04-2015 21:51:15,3614.427822,4,1,0,4.194311142,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
694,6987.858146,11-04-2015 21:51:25,3624.443287,4,1,0,4.194311142,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
695,6997.858171,11-04-2015 21:51:35,3634.443313,4,1,0,4.194311142,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
696,7007.873729,11-04-2015 21:51:45,3644.458871,4,1,0,4.194311142,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
697,7017.889265,11-04-2015 21:51:55,3654.474407,4,1,0,4.19447279,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
698,7027.904847,11-04-2015 21:52:05,3664.489989,4,1,0,4.19447279,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
699,7037.920393,11-04-2015 21:52:15,3674.505535,4,1,0,4.194311142,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
700,7047.935785,11-04-2015 21:52:25,3684.520926,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
701,7057.935966,11-04-2015 21:52:35,3694.521108,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
702,7067.951062,11-04-2015 21:52:45,3704.536204,4,1,0,4.19447279,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
703,7077.95135,11-04-2015 21:52:55,3714.536491,4,1,0,4.194311142,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
704,7087.966732,11-04-2015 21:53:05,3724.551874,4,1,0,4.194311142,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
705,7097.982513,11-04-2015 21:53:15,3734.567655,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
706,7107.982529,11-04-2015 21:53:25,3744.567671,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
707,7117.998012,11-04-2015 21:53:36,3754.583154,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
708,7128.013504,11-04-2015 21:53:46,3764.598646,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
709,7138.029061,11-04-2015 21:53:56,3774.614203,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
710,7148.044636,11-04-2015 21:54:06,3784.629777,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
711,7158.060185,11-04-2015 21:54:16,3794.645326,4,1,0,4.194311142,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
712,7168.075746,11-04-2015 21:54:26,3804.660888,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
713,7178.091288,11-04-2015 21:54:36,3814.67643,4,1,0,4.194311142,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
714,7188.106456,11-04-2015 21:54:46,3824.691598,4,1,0,4.194311142,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
715,7198.122477,11-04-2015 21:54:56,3834.707619,4,1,0,4.194311142,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
716,7208.137976,11-04-2015 21:55:06,3844.723118,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-6.48E-05,0,0,0,0,2.423187362,0
717,7218.153507,11-04-2015 21:55:16,3854.738649,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
718,7228.169055,11-04-2015 21:55:26,3864.754197,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
719,7238.184602,11-04-2015 21:55:36,3874.769744,4,1,0,4.194311142,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
720,7248.200192,11-04-2015 21:55:46,3884.785334,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
721,7258.215759,11-04-2015 21:55:56,3894.800901,4,1,0,4.194311142,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
722,7268.231021,11-04-2015 21:56:06,3904.816163,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
723,7278.231323,11-04-2015 21:56:16,3914.816465,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
724,7288.246826,11-04-2015 21:56:26,3924.831967,4,1,0,4.194311142,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
725,7298.262372,11-04-2015 21:56:36,3934.847514,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
726,7308.277813,11-04-2015 21:56:46,3944.862955,4,1,0,4.194311142,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
727,7318.293472,11-04-2015 21:56:56,3954.878614,4,1,0,4.194311142,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
728,7328.308979,11-04-2015 21:57:06,3964.894121,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
729,7338.324523,11-04-2015 21:57:16,3974.909665,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
730,7348.340141,11-04-2015 21:57:26,3984.925283,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
731,7358.35556,11-04-2015 21:57:36,3994.940702,4,1,0,4.194311142,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
732,7368.35561,11-04-2015 21:57:46,4004.940752,4,1,0,4.194311142,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
733,7378.371154,11-04-2015 21:57:56,4014.956296,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
734,7388.386472,11-04-2015 21:58:06,4024.971614,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
735,7398.386586,11-04-2015 21:58:16,4034.971728,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
736,7408.402147,11-04-2015 21:58:26,4044.987288,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
737,7418.417705,11-04-2015 21:58:36,4055.002846,4,1,0,4.194149017,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
738,7428.433253,11-04-2015 21:58:46,4065.018395,4,1,0,4.194311142,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
739,7438.433323,11-04-2015 21:58:56,4075.018465,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
740,7448.448564,11-04-2015 21:59:06,4085.033706,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-6.48E-05,0,0,0,0,2.423187362,0
741,7458.448658,11-04-2015 21:59:16,4095.0338,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
742,7468.464233,11-04-2015 21:59:26,4105.049375,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
743,7478.479809,11-04-2015 21:59:36,4115.064951,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
744,7488.495325,11-04-2015 21:59:46,4125.080467,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
745,7498.510989,11-04-2015 21:59:56,4135.096131,4,1,0,4.194311142,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
746,7508.52649,11-04-2015 22:00:06,4145.111632,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
747,7518.542031,11-04-2015 22:00:16,4155.127172,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
748,7528.542033,11-04-2015 22:00:26,4165.127174,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-6.48E-05,0,0,0,0,2.423187362,0
749,7538.542134,11-04-2015 22:00:36,4175.127276,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
750,7548.557276,11-04-2015 22:00:46,4185.142418,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
751,7558.557442,11-04-2015 22:00:56,4195.142584,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
752,7568.572967,11-04-2015 22:01:06,4205.158109,4,1,0,4.194149017,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
753,7578.588521,11-04-2015 22:01:16,4215.173663,4,1,0,4.194149017,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
754,7588.604169,11-04-2015 22:01:26,4225.189311,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
755,7598.619176,11-04-2015 22:01:36,4235.204317,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
756,7608.635165,11-04-2015 22:01:46,4245.220307,4,1,0,4.194149017,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
757,7618.650747,11-04-2015 22:01:56,4255.235889,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
758,7628.666274,11-04-2015 22:02:06,4265.251416,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
759,7638.681785,11-04-2015 22:02:16,4275.266926,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-6.48E-05,0,0,0,0,2.423187362,0
760,7648.697342,11-04-2015 22:02:26,4285.282484,4,1,0,4.194149017,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
761,7658.71288,11-04-2015 22:02:36,4295.298022,4,1,0,4.194149017,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
762,7668.728986,11-04-2015 22:02:46,4305.314128,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
763,7678.744034,11-04-2015 22:02:56,4315.329176,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
764,7688.759567,11-04-2015 22:03:06,4325.344708,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
765,7698.775192,11-04-2015 22:03:16,4335.360334,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
766,7708.790699,11-04-2015 22:03:26,4345.375841,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
767,7718.806222,11-04-2015 22:03:36,4355.391364,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
768,7728.821806,11-04-2015 22:03:46,4365.406947,4,1,0,4.194149017,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
769,7738.837348,11-04-2015 22:03:56,4375.422489,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
770,7748.85289,11-04-2015 22:04:06,4385.438032,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
771,7758.868448,11-04-2015 22:04:16,4395.453589,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
772,7768.884023,11-04-2015 22:04:26,4405.469165,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
773,7778.89959,11-04-2015 22:04:36,4415.484732,4,1,0,4.194149017,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
774,7788.91516,11-04-2015 22:04:46,4425.500302,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
775,7798.930661,11-04-2015 22:04:56,4435.515802,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
776,7808.946213,11-04-2015 22:05:06,4445.531355,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
777,7818.961757,11-04-2015 22:05:16,4455.546899,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
778,7828.977053,11-04-2015 22:05:26,4465.562195,4,1,0,4.194149017,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
779,7838.992941,11-04-2015 22:05:37,4475.578083,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
780,7849.008457,11-04-2015 22:05:47,4485.593598,4,1,0,4.194149017,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
781,7859.024007,11-04-2015 22:05:57,4495.609149,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
782,7869.039568,11-04-2015 22:06:07,4505.62471,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
783,7879.055099,11-04-2015 22:06:17,4515.640241,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
784,7889.070672,11-04-2015 22:06:27,4525.655814,4,1,0,4.194149017,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
785,7899.086229,11-04-2015 22:06:37,4535.67137,4,1,0,4.194149017,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
786,7909.101492,11-04-2015 22:06:47,4545.686634,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
787,7919.117398,11-04-2015 22:06:57,4555.70254,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
788,7929.132529,11-04-2015 22:07:07,4565.71767,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
789,7939.148513,11-04-2015 22:07:17,4575.733655,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
790,7949.164062,11-04-2015 22:07:27,4585.749203,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
791,7959.179171,11-04-2015 22:07:37,4595.764313,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
792,7969.179463,11-04-2015 22:07:47,4605.764605,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
793,7979.195023,11-04-2015 22:07:57,4615.780165,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
794,7989.210582,11-04-2015 22:08:07,4625.795724,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-6.48E-05,0,0,0,0,2.423187362,0
795,7999.225787,11-04-2015 22:08:17,4635.810929,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
796,8009.241707,11-04-2015 22:08:27,4645.826849,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
797,8019.257075,11-04-2015 22:08:37,4655.842217,4,1,0,4.19398737,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
798,8029.257184,11-04-2015 22:08:47,4665.842326,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
799,8039.272784,11-04-2015 22:08:57,4675.857925,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
800,8049.288314,11-04-2015 22:09:07,4685.873456,4,1,0,4.194149017,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
801,8059.303839,11-04-2015 22:09:17,4695.888981,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
802,8069.319389,11-04-2015 22:09:27,4705.90453,4,1,0,4.194149017,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
803,8079.334955,11-04-2015 22:09:37,4715.920097,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
804,8089.350516,11-04-2015 22:09:47,4725.935658,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
805,8099.366097,11-04-2015 22:09:57,4735.951239,4,1,0,4.19398737,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
806,8109.381616,11-04-2015 22:10:07,4745.966758,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
807,8119.397165,11-04-2015 22:10:17,4755.982306,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
808,8129.412745,11-04-2015 22:10:27,4765.997887,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
809,8139.428285,11-04-2015 22:10:37,4776.013427,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
810,8149.44384,11-04-2015 22:10:47,4786.028982,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
811,8159.459441,11-04-2015 22:10:57,4796.044583,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
812,8169.474946,11-04-2015 22:11:07,4806.060088,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
813,8179.490504,11-04-2015 22:11:17,4816.075646,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-6.48E-05,0,0,0,0,2.423187362,0
814,8189.505977,11-04-2015 22:11:27,4826.091119,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
815,8199.521604,11-04-2015 22:11:37,4836.106746,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
816,8209.537161,11-04-2015 22:11:47,4846.122302,4,1,0,4.19398737,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
817,8219.552713,11-04-2015 22:11:57,4856.137855,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
818,8229.552731,11-04-2015 22:12:07,4866.137873,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
819,8239.567799,11-04-2015 22:12:17,4876.15294,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
820,8249.568137,11-04-2015 22:12:27,4886.153279,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
821,8259.583708,11-04-2015 22:12:37,4896.16885,4,1,0,4.194149017,0.423187362,0,1.752610067,0,6.48E-05,0,0,0,0,2.423187362,0
822,8269.599295,11-04-2015 22:12:47,4906.184437,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
823,8279.6145,11-04-2015 22:12:57,4916.199642,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
824,8289.630367,11-04-2015 22:13:07,4926.215509,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
825,8299.645899,11-04-2015 22:13:17,4936.231041,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
826,8309.66149,11-04-2015 22:13:27,4946.246631,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
827,8319.677025,11-04-2015 22:13:37,4956.262167,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
828,8329.692402,11-04-2015 22:13:47,4966.277544,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
829,8339.692511,11-04-2015 22:13:57,4976.277652,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
830,8349.708068,11-04-2015 22:14:07,4986.29321,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
831,8359.723503,11-04-2015 22:14:17,4996.308645,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
832,8369.739187,11-04-2015 22:14:27,5006.324328,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
833,8379.754751,11-04-2015 22:14:37,5016.339893,4,1,0,4.19398737,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
834,8389.769981,11-04-2015 22:14:47,5026.355123,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
835,8399.770256,11-04-2015 22:14:57,5036.355397,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
836,8409.785649,11-04-2015 22:15:07,5046.370791,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
837,8419.785737,11-04-2015 22:15:17,5056.370878,4,1,0,4.193825245,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
838,8429.801273,11-04-2015 22:15:27,5066.386415,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-6.48E-05,0,0,0,0,2.423187362,0
839,8439.816829,11-04-2015 22:15:37,5076.40197,4,1,0,4.19398737,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
840,8449.832389,11-04-2015 22:15:47,5086.41753,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
841,8459.847928,11-04-2015 22:15:57,5096.43307,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
842,8469.863571,11-04-2015 22:16:07,5106.448713,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
843,8479.879049,11-04-2015 22:16:17,5116.464191,4,1,0,4.19398737,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
844,8489.894409,11-04-2015 22:16:27,5126.479551,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
845,8499.894552,11-04-2015 22:16:37,5136.479694,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
846,8509.910129,11-04-2015 22:16:47,5146.495271,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
847,8519.925485,11-04-2015 22:16:57,5156.510626,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
848,8529.941236,11-04-2015 22:17:07,5166.526378,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
849,8539.956363,11-04-2015 22:17:17,5176.541505,4,1,0,4.193663597,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
850,8549.956683,11-04-2015 22:17:27,5186.541824,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
851,8559.972294,11-04-2015 22:17:37,5196.557436,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
852,8569.987652,11-04-2015 22:17:48,5206.572794,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
853,8579.987674,11-04-2015 22:17:58,5216.572816,4,1,0,4.19398737,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
854,8590.003304,11-04-2015 22:18:08,5226.588445,4,1,0,4.193825245,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
855,8600.018685,11-04-2015 22:18:18,5236.603827,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
856,8610.018739,11-04-2015 22:18:28,5246.603881,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
857,8620.018742,11-04-2015 22:18:38,5256.603884,4,1,0,4.193825245,0.423187362,0,1.752610067,0,3.23E-05,0,0,0,0,2.423187362,0
858,8630.033876,11-04-2015 22:18:48,5266.619017,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
859,8640.034217,11-04-2015 22:18:58,5276.619359,4,1,0,4.19398737,0.423187362,0,1.752610067,0,6.48E-05,0,0,0,0,2.423187362,0
860,8650.049745,11-04-2015 22:19:08,5286.634887,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
861,8660.065353,11-04-2015 22:19:18,5296.650495,4,1,0,4.19398737,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
862,8670.080872,11-04-2015 22:19:28,5306.666014,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
863,8680.096072,11-04-2015 22:19:38,5316.681214,4,1,0,4.193663597,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
864,8690.112018,11-04-2015 22:19:48,5326.697159,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
865,8700.127141,11-04-2015 22:19:58,5336.712282,4,1,0,4.19398737,0.423187362,0,1.752610067,0,3.24E-05,0,0,0,0,2.423187362,0
866,8710.143078,11-04-2015 22:20:08,5346.728219,4,1,0,4.193825245,0.423187362,0,1.752610067,0,0,0,0,0,0,2.423187362,0
867,8720.158641,11-04-2015 22:20:18,5356.743782,4,1,0,4.193825245,0.423187362,0,1.752610067,0,-3.24E-05,0,0,0,0,2.423187362,0
868,8730.174229,11-04-2015 22:20:28,5366.75937,4,1,0,4.193663597,0.423187362,0,1.752610067,0,-3.23E-05,0,0,0,0,2.423187362,0
