Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Have_Capacity(Ah),SoC(%),,,,,
3099,14142.33096,11-12-2015 21:23:40,46.14109778,7,1,-0.834072888,3.725166082,2.061032338,0.686872045,7.920571687,2.675130213,-0.000129509,0,0,0,0,1.379160293,83.49710984,,0.000161886,,,
3100,14143.33387,11-12-2015 21:23:41,47.1440161,7,1,-0.83425349,3.725004196,2.061032338,0.687104433,7.920571687,2.675995862,-0.000129509,0,0,0,0,1.378927905,83.48300038,,0.000323772,,,
3101,14144.33441,11-12-2015 21:23:42,48.14455286,7,1,-0.834072888,3.724680424,2.061032338,0.687336262,7.920571687,2.676859363,-0.000161886,0,0,0,0,1.378696076,83.46892486,,0.000161886,,,
3102,14145.34656,11-12-2015 21:23:43,49.15670173,7,1,-0.834072888,3.724518538,2.061032338,0.68757078,7.920571687,2.677732833,-0.000129509,0,0,0,0,1.378461558,83.45468608,,0.051479578,,,
3103,14146.34947,11-12-2015 21:23:44,50.15961236,7,1,-0.111093946,3.775998116,2.061032338,0.687778934,7.920571687,2.678508278,0.010231161,0,0,0,0,1.378253404,83.44204799,,0.00210452,,,
3104,14147.35238,11-12-2015 21:23:45,51.16252198,7,1,-0.111093946,3.778102636,2.061032338,0.687809862,7.920571687,2.6786251,0.010684443,0,0,0,0,1.378222476,83.4401702,,0.001133204,,,
3105,14148.3553,11-12-2015 21:23:46,52.16544094,7,1,-0.110913336,3.77923584,2.061032338,0.687840781,7.920571687,2.678741931,0.01094346,0,0,0,0,1.378191557,83.43829295,,0.000809431,,,
3106,14149.35822,11-12-2015 21:23:47,53.16835902,7,1,-0.110913336,3.780045271,2.061032338,0.687871695,7.920571687,2.678858776,0.011170101,0,0,0,0,1.378160643,83.436416,,0.000809431,,,
3107,14150.36114,11-12-2015 21:23:48,54.17128512,7,1,-0.110913336,3.780854702,2.061032338,0.687902614,7.920571687,2.678975662,0.000615168,0,0,0,0,1.378129724,83.43453875,,0.000485659,,,
3108,14151.36407,11-12-2015 21:23:49,55.17421389,7,1,-0.111093946,3.781340361,2.061032338,0.687933531,7.920571687,2.679092564,0.000485659,0,0,0,0,1.378098807,83.43266162,,0.000809431,,,
3109,14152.36698,11-12-2015 21:23:50,56.17711988,7,1,-0.110913336,3.782149792,2.061032338,0.687964453,7.920571687,2.679209504,0.000453281,0,0,0,0,1.378067885,83.43078419,,0.000647545,,,
3110,14153.36989,11-12-2015 21:23:51,57.18003593,7,1,-0.110913336,3.782797337,2.061032338,0.687995361,7.920571687,2.67932641,0.000420904,0,0,0,0,1.378036977,83.42890761,,0.000323772,,,
3111,14154.37281,11-12-2015 21:23:52,58.18295413,7,1,-0.111093946,3.783121109,2.061032338,0.688026278,7.920571687,2.679443366,0.00035615,0,0,0,0,1.37800606,83.42703048,,0.000485659,,,
3112,14155.37576,11-12-2015 21:23:53,59.18590053,7,1,-0.110913336,3.783606768,2.061032338,0.688057199,7.920571687,2.679560351,0.000323772,0,0,0,0,1.377975139,83.42515311,,0.051641465,,,
3113,14156.3787,11-12-2015 21:23:54,60.18884644,7,1,-0.83425349,3.731965303,2.061032338,0.688114903,7.920571687,2.679777136,-0.010101652,0,0,0,0,1.377917435,83.4216496,,0.001942634,,,
3114,14157.38162,11-12-2015 21:23:55,61.19176276,7,1,-0.83425349,3.730022669,2.061032338,0.688347286,7.920571687,2.680644141,-0.01058731,0,0,0,0,1.377685052,83.40754045,,0.000971317,,,
3115,14158.38449,11-12-2015 21:23:56,62.19463304,7,1,-0.83425349,3.729051352,2.061032338,0.688579657,7.920571687,2.681510815,-0.010878706,0,0,0,0,1.377452681,83.39343202,,0.000323773,,,
3116,14159.38744,11-12-2015 21:23:57,63.19758527,7,1,-0.83425349,3.728727579,2.061032338,0.688812047,7.920571687,2.68237739,-0.011072969,0,0,0,0,1.377220291,83.37932244,,0.000647545,,,
3117,14160.39039,11-12-2015 21:23:58,64.2005322,7,1,-0.834072888,3.728080034,2.061032338,0.68904444,7.920571687,2.683243838,-0.000485659,0,0,0,0,1.376987898,83.36521268,,0.000485658,,,
3118,14161.39332,11-12-2015 21:23:59,65.20346554,7,1,-0.83425349,3.727594376,2.061032338,0.689276832,7.920571687,2.684110148,-0.000388527,0,0,0,0,1.376755506,83.35110298,,0.000485659,,,
3119,14162.39617,11-12-2015 21:24:00,66.20631305,7,1,-0.834072888,3.727108717,2.061032338,0.689509192,7.920571687,2.684976209,-0.000323772,0,0,0,0,1.376523146,83.33699522,,0.000647545,,,
3120,14163.39911,11-12-2015 21:24:01,67.2092533,7,1,-0.83425349,3.726461172,2.061032338,0.689741571,7.920571687,2.68584223,-0.00035615,0,0,0,0,1.376290767,83.32288631,,0.000323772,,,
3121,14164.40205,11-12-2015 21:24:02,68.21218919,7,1,-0.834072888,3.7261374,2.061032338,0.689973959,7.920571687,2.68670817,-0.000291395,0,0,0,0,1.376058379,83.30877685,,0.000323773,,,
3122,14165.40493,11-12-2015 21:24:03,69.21506838,7,1,-0.833892286,3.725813627,2.061032338,0.69020631,7.920571687,2.687573885,-0.000259018,0,0,0,0,1.375826028,83.29466964,,0.051641464,,,
3123,14166.40787,11-12-2015 21:24:04,70.21800913,7,1,-0.110913336,3.777455091,2.061032338,0.690401718,7.920571687,2.688302195,0.010166407,0,0,0,0,1.37563062,83.28280543,,0.001618863,,,
3124,14167.41084,11-12-2015 21:24:05,71.22098253,7,1,-0.110913336,3.779073954,2.061032338,0.690432649,7.920571687,2.688419065,0.01058731,0,0,0,0,1.375599689,83.28092745,,0.000971317,,,
3125,14168.41368,11-12-2015 21:24:06,72.22382582,7,1,-0.111093946,3.780045271,2.061032338,0.690463567,7.920571687,2.688535923,0.010846329,0,0,0,0,1.375568771,83.27905026,,0.000647545,,,
3126,14169.41661,11-12-2015 21:24:07,73.22675337,7,1,-0.111093946,3.780692816,2.061032338,0.690494491,7.920571687,2.688652829,0.011105346,0,0,0,0,1.375537847,83.2771727,,0.000809431,,,
3127,14170.41954,11-12-2015 21:24:08,74.22968589,7,1,-0.110913336,3.781502247,2.061032338,0.690525403,7.920571687,2.688769715,0.000550413,0,0,0,0,1.375506935,83.27529588,,0.000647545,,,
3128,14171.42249,11-12-2015 21:24:10,75.23263159,7,1,-0.110913336,3.782149792,2.061032338,0.690556329,7.920571687,2.688886667,0.000420904,0,0,0,0,1.375476009,83.2734182,,0.000485658,,,
3129,14172.42538,11-12-2015 21:24:11,76.23551901,7,1,-0.110732727,3.78263545,2.061032338,0.690587243,7.920571687,2.689003595,0.000420904,0,0,0,0,1.375445095,83.27154126,,0.000485659,,,
3130,14173.42832,11-12-2015 21:24:12,77.23846531,7,1,-0.110913336,3.783121109,2.061032338,0.690618161,7.920571687,2.68912055,0.00035615,0,0,0,0,1.375414177,83.26966407,,0.000323772,,,
3131,14174.43371,11-12-2015 21:24:13,78.24384707,7,1,-0.110913336,3.783444881,2.061032338,0.690649144,7.920571687,2.689237769,0.000323772,0,0,0,0,1.375383194,83.26778293,,0.000485659,,,
3132,14175.44095,11-12-2015 21:24:14,79.25109453,7,1,-0.110913336,3.78393054,2.061032338,0.690680198,7.920571687,2.689355267,0.000323772,0,0,0,0,1.37535214,83.26589749,,0.063944817,,,
3133,14176.44388,11-12-2015 21:24:15,80.25402137,7,1,-1.000233412,3.719985723,2.061032338,0.69075973,7.920571687,2.689652793,-0.012627077,0,0,0,0,1.375272608,83.26106869,,0.00210452,,,
3134,14177.44679,11-12-2015 21:24:16,81.25693157,7,1,-1.00005281,3.717881203,2.061032338,0.691038368,7.920571687,2.690688965,-0.013080359,0,0,0,0,1.37499397,83.24415116,,0.00129509,,,
3135,14178.44975,11-12-2015 21:24:17,82.25989346,7,1,-1.000233412,3.716586113,2.061032338,0.691317033,7.920571687,2.691724804,-0.013468886,0,0,0,0,1.374715305,83.22723199,,0.001133204,,,
3136,14179.45263,11-12-2015 21:24:18,83.26276784,7,1,-1.000233412,3.715452909,2.061032338,0.691595658,7.920571687,2.692760184,-0.013727903,0,0,0,0,1.37443668,83.21031525,,0.000809431,,,
3137,14180.45563,11-12-2015 21:24:19,84.26576843,7,1,-1.000233412,3.714643478,2.061032338,0.691874322,7.920571687,2.693795429,-0.000712299,0,0,0,0,1.374158016,83.19339614,,0.0676682,,,
3138,14181.45852,11-12-2015 21:24:20,85.26865968,7,1,-0.056008119,3.782311678,2.061032338,0.692094694,7.920571687,2.694614247,0.013112736,0,0,0,0,1.373937644,83.18001624,,0.001942635,,,
3139,14182.46142,11-12-2015 21:24:21,86.27155724,7,1,-0.056188729,3.784254313,2.061032338,0.69211034,7.920571687,2.69467344,0.013727903,0,0,0,0,1.373921998,83.17906629,,0.000809431,,,
3140,14183.46429,11-12-2015 21:24:22,87.27443636,7,1,-0.056369338,3.785063744,2.061032338,0.692125993,7.920571687,2.694732684,0.014051676,0,0,0,0,1.373906345,83.17811591,,0.000971317,,,
3141,14184.46725,11-12-2015 21:24:23,88.27739012,7,1,-0.056188729,3.786035061,2.061032338,0.69214166,7.920571687,2.694791989,0.014407826,0,0,0,0,1.373890678,83.17716469,,0.000647545,,,
3142,14185.47015,11-12-2015 21:24:24,89.28029211,7,1,-0.056188729,3.786682606,2.061032338,0.692157313,7.920571687,2.694851253,0.00058279,0,0,0,0,1.373875025,83.17621432,,0.000485658,,,
3143,14186.47313,11-12-2015 21:24:25,90.28326927,7,1,-0.056188729,3.787168264,2.061032338,0.692172979,7.920571687,2.69491058,0.000485659,0,0,0,0,1.373859359,83.17526315,,0.000485659,,,
3144,14187.47597,11-12-2015 21:24:26,91.28611188,7,1,-0.056188729,3.787653923,2.061032338,0.692188633,7.920571687,2.694969867,0.00035615,0,0,0,0,1.373843705,83.17431272,,0.000647545,,,
3145,14188.47889,11-12-2015 21:24:27,92.28903107,7,1,-0.056188729,3.788301468,2.061032338,0.692204289,7.920571687,2.695029171,0.000388527,0,0,0,0,1.373828049,83.17336216,,0.000323772,,,
3146,14189.48181,11-12-2015 21:24:28,93.29194967,7,1,-0.056188729,3.78862524,2.061032338,0.692219951,7.920571687,2.695088507,0.000323772,0,0,0,0,1.373812387,83.17241125,,0.000485659,,,
3147,14190.48482,11-12-2015 21:24:29,94.29496096,7,1,-0.056008119,3.789110899,2.061032338,0.692235595,7.920571687,2.695147778,0.000323772,0,0,0,0,1.373796743,83.17146142,,0.000323772,,,
3148,14191.48766,11-12-2015 21:24:30,95.29780049,7,1,-0.056369338,3.789434671,2.061032338,0.692251249,7.920571687,2.695207096,0.000291395,0,0,0,0,1.373781089,83.17051098,,0.000323773,,,
3149,14192.49063,11-12-2015 21:24:31,96.30077199,7,1,-0.056369338,3.789758444,2.061032338,0.692266913,7.920571687,2.695266454,0.000259018,0,0,0,0,1.373765425,83.16955994,,0.000323772,,,
3150,14193.49349,11-12-2015 21:24:32,97.30362786,7,1,-0.056188729,3.790082216,2.061032338,0.692282573,7.920571687,2.695325807,0.000259018,0,0,0,0,1.373749765,83.16860914,,0.000323773,,,
3151,14194.4964,11-12-2015 21:24:33,98.30653975,7,1,-0.056369338,3.790405989,2.061032338,0.692298235,7.920571687,2.695385171,0.000194263,0,0,0,0,1.373734103,83.16765823,,0.000323772,,,
3152,14195.49932,11-12-2015 21:24:34,99.30946234,7,1,-0.056369338,3.790729761,2.061032338,0.692313891,7.920571687,2.695444517,0.000194263,0,0,0,0,1.373718447,83.16670767,,0.000485659,,,
3153,14196.50228,11-12-2015 21:24:35,100.3124213,7,1,-0.056188729,3.79121542,2.061032338,0.692329546,7.920571687,2.695503868,0.000259018,0,0,0,0,1.373702792,83.16575717,,0.000161886,,,
3154,14197.50516,11-12-2015 21:24:36,101.3153017,7,1,-0.056188729,3.791377306,2.061032338,0.692345206,7.920571687,2.695563239,0.000194263,0,0,0,0,1.373687132,83.16480638,,0.000323772,,,
3155,14198.50813,11-12-2015 21:24:37,102.3182754,7,1,-0.056008119,3.791701078,2.061032338,0.692360861,7.920571687,2.695622595,0.000194263,0,0,0,0,1.373671477,83.16385588,,0.000323773,,,
3156,14199.511,11-12-2015 21:24:38,103.3211428,7,1,-0.056188729,3.792024851,2.061032338,0.692376512,7.920571687,2.69568194,0.000194263,0,0,0,0,1.373655826,83.16290563,,0.000161886,,,
3157,14200.51403,11-12-2015 21:24:39,104.3241722,7,1,-0.056188729,3.792186737,2.061032338,0.692392177,7.920571687,2.695741346,0.000161886,0,0,0,0,1.373640161,83.16195453,,0.000323772,,,
3158,14201.51683,11-12-2015 21:24:40,105.3269755,7,1,-0.056369338,3.792510509,2.061032338,0.692407827,7.920571687,2.695800698,0.000161886,0,0,0,0,1.373624511,83.16100434,,0.000161887,,,
3159,14202.51975,11-12-2015 21:24:41,106.3298937,7,1,-0.056188729,3.792672396,2.061032338,0.692423492,7.920571687,2.695860111,0.000129509,0,0,0,0,1.373608846,83.16005323,,0.000485658,,,
3160,14203.5227,11-12-2015 21:24:42,107.3328372,7,1,-0.056008119,3.793158054,2.061032338,0.692439155,7.920571687,2.695919517,0.000194263,0,0,0,0,1.373593183,83.15910225,,0.000161887,,,
3161,14204.53297,11-12-2015 21:24:43,108.3431148,7,1,-0.056188729,3.793319941,2.061032338,0.692454925,7.920571687,2.695979337,0.000129509,0,0,0,0,1.373577413,83.15814478,,0.000323772,,,
3162,14205.53633,11-12-2015 21:24:44,109.3464695,7,1,-0.056008119,3.793643713,2.061032338,0.692470585,7.920571687,2.696038742,0.000194263,0,0,0,0,1.373561753,83.15719398,,0,,,
3163,14206.53928,11-12-2015 21:24:45,110.3494237,7,1,-0.056369338,3.793643713,2.061032338,0.692486233,7.920571687,2.696098104,0.000129509,0,0,0,0,1.373546105,83.15624391,,0.000161886,,,
3164,14207.54216,11-12-2015 21:24:46,111.3523029,7,1,-0.056369338,3.793805599,2.061032338,0.692501892,7.920571687,2.696157512,0.000129509,0,0,0,0,1.373530446,83.15529317,,0.000161886,,,
3165,14208.5451,11-12-2015 21:24:47,112.3552404,7,1,-0.056188729,3.793967485,2.061032338,0.69251755,7.920571687,2.696216919,0.000129509,0,0,0,0,1.373514788,83.1543425,,0.000323773,,,
3166,14209.548,11-12-2015 21:24:48,113.3581466,7,1,-0.056188729,3.794291258,2.061032338,0.692533199,7.920571687,2.696276295,0.000129509,0,0,0,0,1.373499139,83.15339236,,0.000323772,,,
3167,14210.55098,11-12-2015 21:24:49,114.3611187,7,1,-0.056008119,3.79461503,2.061032338,0.692548852,7.920571687,2.696335688,0.000129509,0,0,0,0,1.373483486,83.15244199,,0.044680357,,,
3168,14211.55384,11-12-2015 21:24:50,115.36398,7,1,-0.666828692,3.749934673,2.061032338,0.692615092,7.920571687,2.696584635,-0.008806562,0,0,0,0,1.373417246,83.14842022,,0.001133203,,,
3169,14212.55678,11-12-2015 21:24:51,116.3669266,7,1,-0.66664809,3.74880147,2.061032338,0.692800834,7.920571687,2.697281049,-0.009097958,0,0,0,0,1.373231504,83.13714288,,0.000971317,,,
3170,14213.55969,11-12-2015 21:24:52,117.369835,7,1,-0.66664809,3.747830153,2.061032338,0.692986575,7.920571687,2.697977262,-0.009324598,0,0,0,0,1.373045763,83.1258656,,0.000647545,,,
3171,14214.56261,11-12-2015 21:24:53,118.3727539,7,1,-0.666828692,3.747182608,2.061032338,0.693172305,7.920571687,2.698673275,-0.000712299,0,0,0,0,1.372860033,83.11458899,,0.000647545,,,
3172,14215.56554,11-12-2015 21:24:54,119.375686,7,1,-0.666828692,3.746535063,2.061032338,0.693358047,7.920571687,2.699369205,-0.000550413,0,0,0,0,1.372674291,83.10331164,,0.000809431,,,
3173,14216.56849,11-12-2015 21:24:55,120.3786272,7,1,-0.66664809,3.745725632,2.061032338,0.69354378,7.920571687,2.700064989,-0.000453281,0,0,0,0,1.372488558,83.09203485,,0.000485659,,,
3174,14217.57135,11-12-2015 21:24:56,121.3814959,7,1,-0.666828692,3.745239973,2.061032338,0.693729509,7.920571687,2.700760643,-0.000388527,0,0,0,0,1.372302829,83.0807583,,0.000485659,,,
3175,14218.57429,11-12-2015 21:24:57,122.3844331,7,1,-0.666467488,3.744754314,2.061032338,0.693915245,7.920571687,2.701456222,-0.000388527,0,0,0,0,1.372117093,83.06948132,,0.000485658,,,
3176,14219.57718,11-12-2015 21:24:58,123.3873262,7,1,-0.66664809,3.744268656,2.061032338,0.694100991,7.920571687,2.702151732,-0.00035615,0,0,0,0,1.371931347,83.05820373,,0.000647545,,,
3177,14220.58019,11-12-2015 21:24:59,124.3903274,7,1,-0.666828692,3.743621111,2.061032338,0.694286743,7.920571687,2.702847192,-0.00035615,0,0,0,0,1.371745595,83.04692578,,0.032701016,,,
3178,14221.58307,11-12-2015 21:25:00,125.3932074,7,1,-1.1114887,3.710920095,2.061032338,0.694515596,7.920571687,2.703700466,-0.006799221,0,0,0,0,1.371516742,83.03303095,,0.001618862,,,
3179,14222.58596,11-12-2015 21:25:01,126.396105,7,1,-1.1114887,3.709301233,2.061032338,0.694825207,7.920571687,2.70484914,-0.006961107,0,0,0,0,1.371207131,83.01423289,,0.001133203,,,
3180,14223.58889,11-12-2015 21:25:02,127.3990362,7,1,-1.111308098,3.70816803,2.061032338,0.695134826,7.920571687,2.705997432,-0.007155371,0,0,0,0,1.370897512,82.99543435,,0.000971318,,,
3181,14224.59181,11-12-2015 21:25:03,128.4019521,7,1,-1.111127496,3.707196712,2.061032338,0.695444434,7.920571687,2.707145354,-0.000809431,0,0,0,0,1.370587904,82.97663647,,0.000971317,,,
3182,14225.59469,11-12-2015 21:25:04,129.404836,7,1,-1.1114887,3.706225395,2.061032338,0.695754032,7.920571687,2.708292918,-0.000679922,0,0,0,0,1.370278306,82.9578392,,0.000971317,,,
3183,14226.59762,11-12-2015 21:25:05,130.4077573,7,1,-1.111127496,3.705254078,2.061032338,0.69606365,7.920571687,2.709440266,-0.000615168,0,0,0,0,1.369968688,82.93904071,,0.000809431,,,
3184,14227.60055,11-12-2015 21:25:06,131.4106952,7,1,-1.111127496,3.704444647,2.061032338,0.696373274,7.920571687,2.710587361,-0.000615168,0,0,0,0,1.369659064,82.92024186,,0.000971317,,,
3185,14228.6035,11-12-2015 21:25:07,132.41364,7,1,-1.111308098,3.70347333,2.061032338,0.696682889,7.920571687,2.711734159,-0.000550413,0,0,0,0,1.369349449,82.90144356,,0.000485659,,,
3186,14229.60639,11-12-2015 21:25:08,133.4165298,7,1,-1.111127496,3.702987671,2.061032338,0.696992504,7.920571687,2.71288071,-0.000485659,0,0,0,0,1.369039834,82.88264526,,0.001133204,,,
3187,14230.60943,11-12-2015 21:25:09,134.4195683,7,1,-1.1114887,3.701854467,2.061032338,0.697302142,7.920571687,2.71402712,-0.000550413,0,0,0,0,1.368730196,82.86384556,,0.019750119,,,
3188,14231.61223,11-12-2015 21:25:10,135.4223749,7,1,-0.834072888,3.721604586,2.061032338,0.697583861,7.920571687,2.71507164,0.003561497,0,0,0,0,1.368448477,82.84674097,,0,,,
3189,14232.61517,11-12-2015 21:25:11,136.4253131,7,1,-0.834072888,3.721604586,2.061032338,0.697816243,7.920571687,2.715936468,0.00375576,0,0,0,0,1.368216095,82.83263187,,0.000323773,,,
3190,14233.61807,11-12-2015 21:25:12,137.4282096,7,1,-0.834072888,3.721280813,2.061032338,0.69804862,7.920571687,2.716801239,0.003820515,0,0,0,0,1.367983718,82.81852308,,0.000161886,,,
3191,14234.62055,11-12-2015 21:25:13,138.4306902,7,1,-0.834072888,3.721118927,2.061032338,0.698280903,7.920571687,2.717665608,-6.48E-05,0,0,0,0,1.367751435,82.80442,,0.000161886,,,
3192,14235.62976,11-12-2015 21:25:14,139.4398986,7,1,-0.834072888,3.720957041,2.061032338,0.698514737,7.920571687,2.718535693,-9.71E-05,0,0,0,0,1.367517601,82.79022275,,0.000323773,,,
3193,14236.63271,11-12-2015 21:25:15,140.4428503,7,1,-0.834072888,3.720633268,2.061032338,0.698747128,7.920571687,2.719400339,-0.000129509,0,0,0,0,1.36728521,82.7761131,,0.000323772,,,
3194,14237.63566,11-12-2015 21:25:16,141.4458016,7,1,-0.83425349,3.720309496,2.061032338,0.698979504,7.920571687,2.720264866,-0.000129509,0,0,0,0,1.367052834,82.76200438,,0.000323773,,,
3195,14238.63868,11-12-2015 21:25:17,142.4488224,7,1,-0.834072888,3.719985723,2.061032338,0.699211898,7.920571687,2.721129397,-0.000194263,0,0,0,0,1.36682044,82.74789455,,0.054717303,,,
3196,14239.64142,11-12-2015 21:25:18,143.4515665,7,1,-0.084183164,3.774703026,2.061032338,0.69936359,7.920571687,2.721694197,0.010846329,0,0,0,0,1.366668748,82.73868456,,0.00129509,,,
3197,14240.64447,11-12-2015 21:25:19,144.4546115,7,1,-0.084363773,3.775998116,2.061032338,0.699387081,7.920571687,2.721782885,0.011137724,0,0,0,0,1.366645257,82.7372583,,0.001133203,,,
3198,14241.64728,11-12-2015 21:25:20,145.4574252,7,1,-0.084183164,3.777131319,2.061032338,0.699410568,7.920571687,2.721871585,0.011429119,0,0,0,0,1.36662177,82.73583229,,0.000809431,,,
3199,14242.65018,11-12-2015 21:25:21,146.4603169,7,1,-0.084183164,3.77794075,2.061032338,0.699434066,7.920571687,2.721960346,0.000777054,0,0,0,0,1.366598272,82.7344056,,0.000485659,,,
3200,14243.65315,11-12-2015 21:25:22,147.4632946,7,1,-0.084544383,3.778426409,2.061032338,0.69945757,7.920571687,2.722049147,0.000550413,0,0,0,0,1.366574768,82.73297855,,0.000809431,,,
3201,14244.65604,11-12-2015 21:25:23,148.4661801,7,1,-0.084183164,3.77923584,2.061032338,0.699481064,7.920571687,2.722137929,0.000453281,0,0,0,0,1.366551274,82.73155211,,0.000647545,,,
3202,14245.65893,11-12-2015 21:25:24,149.4690757,7,1,-0.084363773,3.779883385,2.061032338,0.699504552,7.920571687,2.722226704,0.000453281,0,0,0,0,1.366527786,82.73012604,,0.000323772,,,
3203,14246.66188,11-12-2015 21:25:25,150.4720266,7,1,-0.084183164,3.780207157,2.061032338,0.69952805,7.920571687,2.722315527,0.00035615,0,0,0,0,1.366504288,82.72869936,,0.000647545,,,
3204,14247.66477,11-12-2015 21:25:26,151.4749096,7,1,-0.084363773,3.780854702,2.061032338,0.699551552,7.920571687,2.722404379,0.00035615,0,0,0,0,1.366480786,82.72727243,,0.000485659,,,
3205,14248.66773,11-12-2015 21:25:27,152.4778761,7,1,-0.084363773,3.781340361,2.061032338,0.699575045,7.920571687,2.722493208,0.00035615,0,0,0,0,1.366457293,82.72584605,,0.000485658,,,
3206,14249.67062,11-12-2015 21:25:28,153.4807642,7,1,-0.084363773,3.781826019,2.061032338,0.699598536,7.920571687,2.722582042,0.00035615,0,0,0,0,1.366433802,82.72441979,,0.000323773,,,
3207,14250.67374,11-12-2015 21:25:29,154.4838815,7,1,-0.084363773,3.782149792,2.061032338,0.699622035,7.920571687,2.722670912,0.000291395,0,0,0,0,1.366410303,82.72299305,,0.000485658,,,
3208,14251.67645,11-12-2015 21:25:30,155.4865889,7,1,-0.084363773,3.78263545,2.061032338,0.69964552,7.920571687,2.722759742,0.000291395,0,0,0,0,1.366386818,82.72156715,,0.000323773,,,
3209,14252.67939,11-12-2015 21:25:31,156.4895353,7,1,-0.084544383,3.782959223,2.061032338,0.699669021,7.920571687,2.72284864,0.000259018,0,0,0,0,1.366363317,82.72014029,,0.000323772,,,
3210,14253.6823,11-12-2015 21:25:32,157.4924409,7,1,-0.084363773,3.783282995,2.061032338,0.699692516,7.920571687,2.722937529,0.000259018,0,0,0,0,1.366339822,82.71871379,,0.000323773,,,
3211,14254.68525,11-12-2015 21:25:33,158.4953916,7,1,-0.084363773,3.783606768,2.061032338,0.699716012,7.920571687,2.723026424,0.000194263,0,0,0,0,1.366316326,82.71728723,,0.000323772,,,
3212,14255.68814,11-12-2015 21:25:34,159.4982854,7,1,-0.084544383,3.78393054,2.061032338,0.6997395,7.920571687,2.723115302,0.000194263,0,0,0,0,1.366292838,82.71586115,,0.000485659,,,
3213,14256.69107,11-12-2015 21:25:35,160.5012078,7,1,-0.084183164,3.784416199,2.061032338,0.699762996,7.920571687,2.723204215,0.000226641,0,0,0,0,1.366269342,82.71443459,,0.000323772,,,
3214,14257.69396,11-12-2015 21:25:36,161.5041018,7,1,-0.084363773,3.784739971,2.061032338,0.699786494,7.920571687,2.723293143,0.000226641,0,0,0,0,1.366245844,82.7130079,,0.000161886,,,
3215,14258.69691,11-12-2015 21:25:37,162.5070479,7,1,-0.084363773,3.784901857,2.061032338,0.699809992,7.920571687,2.723382077,0.000194263,0,0,0,0,1.366222346,82.71158122,,0.000323773,,,
3216,14259.69979,11-12-2015 21:25:38,163.5099349,7,1,-0.084363773,3.78522563,2.061032338,0.699833476,7.920571687,2.723470968,0.000194263,0,0,0,0,1.366198862,82.71015539,,0.000161886,,,
3217,14260.70281,11-12-2015 21:25:39,164.5129478,7,1,-0.084544383,3.785387516,2.061032338,0.699856965,7.920571687,2.723559885,0.000194263,0,0,0,0,1.366175373,82.70872925,,0.04241395,,,
3218,14261.70563,11-12-2015 21:25:40,165.5157746,7,1,-0.66664809,3.742973566,2.061032338,0.69995747,7.920571687,2.723936668,-0.008353281,0,0,0,0,1.366074868,82.70262708,,0.001133203,,,
3219,14262.70859,11-12-2015 21:25:41,166.5187321,7,1,-0.66664809,3.741840363,2.061032338,0.700143217,7.920571687,2.724631805,-0.008677053,0,0,0,0,1.365889121,82.69134944,,0.000809432,,,
3220,14263.71149,11-12-2015 21:25:42,167.5216316,7,1,-0.66664809,3.741030931,2.061032338,0.70032895,7.920571687,2.725326726,-0.008871317,0,0,0,0,1.365703388,82.68007264,,0.000647544,,,
3221,14264.71885,11-12-2015 21:25:43,168.5289889,7,1,-0.66664809,3.740383387,2.061032338,0.700515512,7.920571687,2.726024606,-0.000615168,0,0,0,0,1.365516826,82.66874551,,0.000485659,,,
3222,14265.72317,11-12-2015 21:25:44,169.5333093,7,1,-0.666828692,3.739897728,2.061032338,0.700701518,7.920571687,2.726720293,-0.000420904,0,0,0,0,1.36533082,82.65745214,,0.000485659,,,
3223,14266.72612,11-12-2015 21:25:45,170.5362603,7,1,-0.66664809,3.739412069,2.061032338,0.700887257,7.920571687,2.727414881,-0.00035615,0,0,0,0,1.365145081,82.64617498,,0.000485658,,,
3224,14267.72901,11-12-2015 21:25:46,171.5391514,7,1,-0.66664809,3.738926411,2.061032338,0.701072991,7.920571687,2.728109369,-0.000323772,0,0,0,0,1.364959347,82.63489812,,0.000485659,,,
3225,14268.73197,11-12-2015 21:25:47,172.542112,7,1,-0.66664809,3.738440752,2.061032338,0.701258743,7.920571687,2.728803842,-0.000323772,0,0,0,0,1.364773595,82.62362017,,0.000485659,,,
3226,14269.7349,11-12-2015 21:25:48,173.5450445,7,1,-0.666828692,3.737955093,2.061032338,0.701444489,7.920571687,2.729498209,-0.000291395,0,0,0,0,1.364587849,82.61234259,,0.000485658,,,
3227,14270.73786,11-12-2015 21:25:49,174.548005,7,1,-0.666828692,3.737469435,2.061032338,0.701630238,7.920571687,2.730192518,-0.00035615,0,0,0,0,1.3644021,82.60106482,,0.07365799,,,
3228,14271.74068,11-12-2015 21:25:50,175.5508242,7,1,-1.667042851,3.663811445,2.061032338,0.701951769,7.920571687,2.731377844,-0.014958238,0,0,0,0,1.364080569,82.58154304,,0.002752065,,,
3229,14272.74363,11-12-2015 21:25:51,176.5537678,7,1,-1.667223454,3.66105938,2.061032338,0.702416187,7.920571687,2.733078732,-0.015443897,0,0,0,0,1.363616151,82.55334586,,0.001942635,,,
